Group,Name,Acronym,SpecificationSourceURL,Category,ParentModel,SimilarModels,Maintainer,Format,Status,NamespaceURI,Year,Notes,CompositionalRole,DefaultLinkType
"Data, API & Serialization","Interface Definition Language","OMG IDL","https://www.omg.org/spec/IDL","Interface/type definition language","—","DDS, Protobuf","Object Management Group","IDL grammar","Formal","https://www.omg.org/spec/IDL/4.2","2018","Language-neutral interface/type definitions","R8","EXTEND"
"Enterprise Architecture & Modeling","Interaction Flow Modeling Language","IFML","https://www.omg.org/spec/IFML","UI / front-end interaction metamodel","MOF / UML","BPMN","Object Management Group","XMI","Formal","https://www.omg.org/spec/IFML/1.0","2015","MOF metamodel for UI interaction flow","R8","EXTEND"
"Healthcare & Life Sciences","Common Terminology Services 2","CTS2","https://www.omg.org/spec/CTS2","Terminology-service metamodel","MOF","API4KP, FHIR","Object Management Group","XMI / REST","Formal","https://www.omg.org/spec/CTS2/1.2","2015","PIM for managing/querying terminology content","R8","EXTEND"
"Finance & Insurance","Financial Instrument Global Identifier","FIGI","https://www.omg.org/spec/FIGI","Financial instrument identifier + ontology","—","FIBO, LEI","Object Management Group (Bloomberg)","OWL / RDF","Formal","https://www.omg.org/spec/FIGI/","2024","Import candidate. OWL ontology of instrument identifiers","R3","REFERENCE"
"Semantic Web & Linked Data","Date-Time Vocabulary","DTV","https://www.omg.org/spec/DTV","Controlled vocabulary","SBVR","OWL-Time, FIBO","Object Management Group","SBVR vocabulary","Formal","https://www.omg.org/spec/DTV/1.3","2017","Import candidate. SBVR date/time/calendar vocabulary","R2","REFERENCE"
"Semantic Web & Linked Data","Languages, Countries and Codes","LCC","https://www.omg.org/spec/LCC","Reference-data OWL ontology","—","FIBO, ISO 3166/639","Object Management Group","OWL / RDF","Formal","https://www.omg.org/spec/LCC/1.2","2022","Import candidate. OWL ontology of language/country codes","R2","REFERENCE"
"Software, DevOps & Security Artifacts","Structured Assurance Case Metamodel","SACM","https://www.omg.org/spec/SACM","Assurance-case metamodel","MOF","RAAML, GSN","Object Management Group","XMI","Formal","https://www.omg.org/spec/SACM/2.3","2023","Import candidate. Claims/arguments/evidence metamodel","R8","EXTEND"
"Software, DevOps & Security Artifacts","Risk Analysis and Assessment Modeling Language","RAAML","https://www.omg.org/spec/RAAML","Safety/security analysis profile","SysML","SACM, FMEA","Object Management Group","XMI (SysML profile)","Formal","https://www.omg.org/spec/RAAML/1.1","2022","FTA/FMEA/STPA/GSN modeling on SysML","R8","EXTEND"
"AI, ML & Data Governance","APIs for Knowledge Platforms","API4KP","https://www.omg.org/spec/API4KP","Knowledge-platform API standard","MOF / OWL","CTS2, ODM","Object Management Group","XMI / OWL / IDL","Formal","https://www.omg.org/spec/API4KP/1.0","2024","APIs for knowledge-based systems","R8","N/A"
"Semantic Web & Linked Data","Distributed Ontology, Modeling and Specification Language","DOL","https://www.omg.org/spec/DOL","Ontology-integration meta-language","MOF","ODM, OWL","Object Management Group","XMI","Formal","https://www.omg.org/spec/DOL/1.0","2018","Import candidate. Heterogeneous ontology/model integration","R8","EXTEND"
"Semantic Web & Linked Data","Multiple Vocabulary Facility","MVF","https://www.omg.org/spec/MVF","Multilingual vocabulary metamodel","MOF / UML","SBVR, SKOS","Object Management Group","XMI","Formal","https://www.omg.org/spec/MVF/1.0","2024","Import candidate. Model elements across languages","R8","EXTEND"
"Enterprise Architecture & Modeling","Kernel Modeling Language","KerML","https://www.omg.org/spec/KerML","Foundational modeling language","MOF","SysML v2, fUML","Object Management Group","XMI (MOF)","Formal","https://www.omg.org/spec/KerML/1.0","2025","Import candidate. Formal foundation under SysML v2","R7","ALIGN"
"Software, DevOps & Security Artifacts","UML Testing Profile 2","UTP2","https://www.omg.org/spec/UTP2","Test-artifact modeling profile","UML","SysML, ReqIF","Object Management Group","XMI (UML profile)","Formal","https://www.omg.org/spec/UTP2/2.2","2024","UML profile linking test artifacts to models","R8","EXTEND"
"Enterprise Architecture & Modeling","Diagram Definition","DD","https://www.omg.org/spec/DD","Diagram interchange metamodel","MOF","XMI, BPMN-DI","Object Management Group","XMI (DC/DG/DI)","Formal","https://www.omg.org/spec/DD/1.1","2015","Framework for defining diagram interchange","R8","EXTEND"
"Enterprise Architecture & Modeling","MOF Query/View/Transformation","QVT","https://www.omg.org/spec/QVT","Model-transformation language","MOF","ATL, MOFM2T","Object Management Group","XMI (EMOF)","Formal","https://www.omg.org/spec/QVT/1.3","2016","Query/transform MOF models","R8","N/A"
"Enterprise Architecture & Modeling","MOF Model to Text Transformation Language","MOFM2T","https://www.omg.org/spec/MOFM2T","Model-to-text template language","MOF","QVT, Acceleo","Object Management Group","XMI","Formal","https://www.omg.org/spec/MOFM2T/1.0","2008","Mof2Text template generation","R8","N/A"
"Enterprise Architecture & Modeling","Human-Usable Textual Notation","HUTN","https://www.omg.org/spec/HUTN","Textual concrete syntax for MOF","MOF","XMI","Object Management Group","XMI / grammar","Formal (legacy)","https://www.omg.org/spec/HUTN/1.0","2004","Human-readable text syntax for MOF models","R8","N/A"
"Semantic Web & Linked Data","Ontology Definition Metamodel","ODM","https://www.omg.org/spec/ODM","UML-ontology bridging metamodel","MOF","DOL, RDF/OWL","Object Management Group","XMI","Formal","https://www.omg.org/spec/ODM/1.1","2014","Import candidate. Maps UML/ER to RDF/OWL/Common Logic","R8","EXTEND"
"Semantic Web & Linked Data","Common Logic","CL","https://www.iso.org/standard/66249.html","Logic framework / interchange","—","RDF, OWL, PSL","ISO/IEC JTC 1/SC 32","CLIF / CGIF / XCL","Published (2nd ed.)","—","2018","Import candidate. FOL framework; logic substrate for ontologies","R7","ALIGN"
"Manufacturing, Engineering & BIM","Process Specification Language","PSL","https://www.iso.org/standard/35431.html","Process ontology (FOL)","Common Logic","BPMN, BFO","ISO TC 184/SC 4","CLIF / Common Logic","Published","http://www.nist.gov/psl/","2004","Import candidate. Axiomatized layered process ontology","R4","REFERENCE"
"Enterprise Architecture & Modeling","Metamodel Framework for Interoperability","MFI","https://www.iso.org/standard/84749.html","Model-registry metamodel suite","—","ISO 11179, ODM","ISO/IEC JTC 1/SC 32","UML metamodels","Published (3rd ed.)","—","2023","Registering/mapping heterogeneous models and ontologies","R8","EXTEND"
"Manufacturing, Engineering & BIM","Integration of Lifecycle Data for Process Plants","ISO 15926","https://www.iso.org/standard/29557.html","4D upper ontology + reference data","—","BFO, ISO 13584","ISO TC 184/SC 4","EXPRESS / OWL / RDFS","Published","—","2003","Import candidate. 4D upper ontology for plant lifecycle","R7","ALIGN"
"Manufacturing, Engineering & BIM","Parts Library","PLIB","https://www.iso.org/standard/25103.html","Parts/property dictionary ontology","—","IEC 61360, ISO 22745","ISO TC 184/SC 4","EXPRESS / OntoML (XML)","Published","—","2001","Class/property dictionary methodology","R2","REFERENCE"
"Manufacturing, Engineering & BIM","Open Technical Dictionaries","eOTD","https://www.iso.org/standard/44192.html","Technical-dictionary vocabulary","—","PLIB, ISO 11179","ISO TC 184/SC 4; ECCMA","XML","Published (TS)","—","2010","Language-independent concept dictionaries for master data","R2","REFERENCE"
"Enterprise Architecture & Modeling","Constructs for Enterprise Modelling","ISO 19440","https://www.iso.org/standard/74491.html","Enterprise-modelling construct metamodel","ISO 19439 / CIMOSA","ArchiMate, BMM","ISO TC 184/SC 5","UML constructs","Published (2nd ed.)","—","2020","Domain/process/activity/resource/role primitives","R8","EXTEND"
"Manufacturing, Engineering & BIM","Manufacturing Software Capability Profiling","ISO 16100","https://www.iso.org/standard/53378.html","Capability-profiling metamodel","—","ISO 16100 series","ISO TC 184/SC 5","XML schema","Published","—","2009","Capability classes/templates/profile matching","R8","EXTEND"
"Data, API & Serialization","Extended Backus-Naur Form","EBNF","https://www.iso.org/standard/26153.html","Syntactic metalanguage","—","ABNF, ANTLR","ISO/IEC JTC 1","Grammar notation","Published","—","1996","Context-free grammar notation","R8","N/A"
"Software, DevOps & Security Artifacts","Software Engineering Metamodel for Development Methodologies","SEMDM","https://www.iso.org/standard/62644.html","Methodology-definition metamodel","—","SPEM, Essence","ISO/IEC JTC 1/SC 7","UML powertype metamodel","Published (2nd ed.)","—","2014","Import candidate. Powertype metamodel for methodologies","R8","EXTEND"
"Library, Metadata & Cultural Heritage","TermBase eXchange","TBX","https://www.iso.org/standard/62510.html","Terminology-database exchange","ISO 12620","LMF, SKOS","ISO/TC 37/SC 3","XML","Published","—","2019","Import candidate. XML metamodel + data categories for termbases","R6","COMPOSE"
"Library, Metadata & Cultural Heritage","Lexical Markup Framework","LMF","https://www.iso.org/standard/82014.html","Lexical-resource metamodel","—","TBX, OntoLex","ISO/TC 37/SC 4","UML metamodel / XML","Published (Part 1)","—","2024","Import candidate. UML core model for lexical resources","R8","EXTEND"
"Library, Metadata & Cultural Heritage","Data Category Registry","DCR","https://www.iso.org/standard/89570.html","Terminology data-category registry","—","ISO 11179, TBX","ISO/TC 37","XML / DCR","Published","—","2022","Import candidate. Data-category specifications for language resources","R2","REFERENCE"
"Library, Metadata & Cultural Heritage","Terminology Work Vocabulary","ISO 1087","https://www.iso.org/standard/62330.html","Terminology concept system","—","ISO 704, SKOS","ISO/TC 37/SC 1","Vocabulary","Published (2nd ed.)","—","2019","Core concepts of terminology","R2","REFERENCE"
"Library, Metadata & Cultural Heritage","Information Technology Vocabulary","ISO/IEC 2382","https://www.iso.org/standard/63598.html","Harmonized IT glossary","—","ISO 1087","ISO/IEC JTC 1","Glossary","Published","—","2015","Bilingual harmonized IT terminology","R2","REFERENCE"
"Healthcare & Life Sciences","Clinical Quality Language","CQL","https://cql.hl7.org/","Expression / query language","HL7 FHIR","FHIRPath, GELLO, Arden","HL7 International (CDS WG)","DSL / grammar (ANSI)","Normative (1.5.x)","http://cql.hl7.org/ImplementationGuide/hl7.cql","2025","Import candidate. Logic layer of eCQM","R8","N/A"
"Healthcare & Life Sciences","FHIR Shorthand","FSH","https://hl7.org/fhir/uv/shorthand/","Authoring DSL","FHIR","StructureDefinition, FML","HL7 International (FHIR-I WG)","DSL / grammar","Mixed Normative/Trial Use","http://hl7.org/fhir/uv/shorthand","2024","Import candidate. Compiles to FHIR profiles via SUSHI","R8","N/A"
"Healthcare & Life Sciences","SMART App Launch","SMART on FHIR","https://hl7.org/fhir/smart-app-launch/","Authorization profile","FHIR","OAuth 2.0, OIDC","HL7 International (FHIR-I WG)","FHIR IG (OAuth2)","STU (2.2)","http://hl7.org/fhir/smart-app-launch","2023","SMART app authorization","R8","N/A"
"Identity, Security, Privacy & Governance","SMART Health Cards","SHC","https://spec.smarthealth.cards/","Verifiable credential","W3C VC + FHIR","EU DCC, mDL","Boston Children CHIP / SMART community","JWS over FHIR","Stable community spec","https://smarthealth.cards#health-card","2022","Community spec, not HL7","R6","COMPOSE"
"Healthcare & Life Sciences","Bulk Data Access (Flat FHIR)","Bulk Data","https://hl7.org/fhir/uv/bulkdata/","Bulk export API","FHIR R4","NDJSON, FHIR Async","HL7 International (FHIR-I WG)","FHIR IG","STU (3)","http://hl7.org/fhir/uv/bulkdata","2025","Population-level FHIR export","R8","N/A"
"Healthcare & Life Sciences","Arden Syntax","Arden","https://www.hl7.org/implement/standards/product_brief.cfm?product_id=639","CDS knowledge representation","HL7 v3","CQL, GELLO","HL7 International (CDS WG)","Grammar (MLM)","Normative (R3.0)","urn:hl7-org:v3:arden","2019","Medical Logic Modules","R8","N/A"
"Healthcare & Life Sciences","Quality Reporting Document Architecture","QRDA","https://ecqi.healthit.gov/qrda","Quality reporting document","HL7 CDA R2","C-CDA, eCQM","HL7 International / CMS","CDA R2 IG","STU (Cat I R5.3)","urn:hl7-org:v3","2022","Quality measure reporting documents","R6","COMPOSE"
"Healthcare & Life Sciences","Consolidated CDA","C-CDA","https://hl7.org/cda/us/ccda/","Clinical document templates","HL7 CDA R2","QRDA, IPS","HL7 International (SD WG)","CDA R2 IG","STU5","http://hl7.org/cda/us/ccda","2026","CDA clinical document templates","R6","COMPOSE"
"Healthcare & Life Sciences","V2-to-FHIR","v2mappings","https://hl7.org/fhir/uv/v2mappings/","Mapping specification","FHIR + HL7 v2","FML, ConceptMap","HL7 International (O&O WG)","FHIR IG (mappings)","STU1","http://hl7.org/fhir/uv/v2mappings","2025","HL7 v2 to FHIR mappings","R8","N/A"
"Healthcare & Life Sciences","FHIRPath","FHIRPath","https://hl7.org/fhirpath/","Path navigation language","FHIR","CQL, XPath, JSONPath","HL7 International (FHIR-I WG)","Grammar (ANSI)","Normative (2.0.0)","http://hl7.org/fhirpath","2020","Import candidate. Path navigation across FHIR/CQL","R8","N/A"
"Healthcare & Life Sciences","Clinical Information Modeling Initiative","CIMI","https://www.hl7.org/Special/committees/cimi/index.cfm","Clinical reference model","HL7","openEHR AM, ANF","HL7 International","Logical model","Dormant; ANF Normative","—","2017","Initiative wound down; only ANF survives","R4","REFERENCE"
"Healthcare & Life Sciences","GELLO","GELLO","https://www.hl7.org/implement/standards/product_brief.cfm?product_id=5","Query / expression language","HL7 v3","CQL, Arden, OCL","HL7 International (CDS WG)","OO query language","Legacy; withdrawn 2021","—","2010","Retired; superseded by CQL","R8","N/A"
"Healthcare & Life Sciences","electronic Clinical Quality Measures","eCQM","https://ecqi.healthit.gov/ecqms/about-ecqms","Quality measure spec","CQL + QDM + HQMF + QRDA","dQM, FHIR QM","CMS / ONC eCQI","Composite (CQL-based)","Active (annual)","—","2026","Standardized quality measures","R6","COMPOSE"
"Healthcare & Life Sciences","Gravity Project SDOH Clinical Care","SDOH-CC","https://hl7.org/fhir/us/sdoh-clinicalcare/","Social determinants IG","FHIR R4 US Core","US Core, USCDI","HL7 / Gravity Project","FHIR IG","STU (2.3.0)","http://hl7.org/fhir/us/sdoh-clinicalcare","2025","Social determinants of health","R6","COMPOSE"
"Data, API & Serialization","FHIR Mapping Language / StructureMap","FML","https://hl7.org/fhir/mapping-language.html","Transformation DSL","FHIR (FHIRPath)","XSLT, V2-to-FHIR, FSH","HL7 International (FHIR-I WG)","DSL + StructureMap","Trial Use (R5)","http://hl7.org/fhir/StructureMap","2023","Import candidate. Structural data transformation","R8","N/A"
"Commerce, Product & Supply Chain","Global Product Classification","GPC","https://www.gs1.org/standards/gpc","Product classification","GS1 GSMP","UNSPSC, eCl@ss","GS1 AISBL","Schema (XML/JSON/XLSX)","Active (3.1.33)","—","2025","Import candidate. Segment/Family/Class/Brick + attributes","R2","REFERENCE"
"Commerce, Product & Supply Chain","EANCOM","EANCOM","https://www.gs1.org/standards/eancom","EDI message guidelines","UN/EDIFACT","GS1 XML, ANSI X12","GS1 AISBL","EDIFACT messages","Active (2002 ed.)","—","2022","GS1 EDI subset of EDIFACT","R6","COMPOSE"
"Commerce, Product & Supply Chain","GS1 XML (eCom)","GS1 XML","https://www.gs1.org/standards/edi/gs1-xml","EDI XML schema","GS1 GSMP","EANCOM, EPCIS","GS1 AISBL","XML Schema (XSD)","Active (3.6)","urn:gs1:ecom","2022","GS1 eCom XML messages","R6","COMPOSE"
"Commerce, Product & Supply Chain","GS1 General Specifications","GS1 GenSpecs","https://ref.gs1.org/standards/genspecs/","Identifier key definitions","GS1 GSMP","GTIN, EPC","GS1 AISBL","PDF normative standard","Ratified (v25.0)","—","2025","Import candidate. GLN, SSCC, GRAI, GIAI, GSRN, GDTI, GINC, GMN, CPID","R3","REFERENCE"
"Commerce, Product & Supply Chain","GS1 Web Vocabulary","gs1 voc","https://www.gs1.org/voc/","Linked-data vocabulary","schema.org extension","schema.org, EPCIS CBV","GS1 AISBL","JSON-LD / RDF Turtle","Active","https://gs1.org/voc/","2022","Import candidate. GS1 linked-data vocabulary","R2","REFERENCE"
"Commerce, Product & Supply Chain","Lightweight Verification Messaging","VRS","https://www.gs1.org/verification-messaging","Verification messaging","GS1 Digital Link","DSCSA, FMD","GS1 AISBL","JSON request/response","Ratified (v1.1)","—","2019","DSCSA-driven pharma verification","R6","COMPOSE"
"Commerce, Product & Supply Chain","GS1 Application Identifiers","GS1 AIs","https://ref.gs1.org/ais/","Data element identifiers","GS1 GenSpecs","GS1 Digital Link","GS1 AISBL","AI list + Syntax Dictionary","Active","—","2025","Standardized barcode data element identifiers","R3","REFERENCE"
